Interview number (ongoing),Serial number (if provided),Questionnaire that has been used in the interview,Language,Random Generator: Code drawn,starost: [01],pol,mesto: [01],mesto_opstina,mesto_latitude,mesto_longitude,region,mesto_osn: [01],etnicitet,etnicitet: Drugo,country,država,država: Drugo,obrazovanje,obrazovanje_oca,obrazovanje_majke,educationgross,judgment,item condition,INFvDPC,benchmark gram,Modality,wurm,phasal
435,CASE000432,list1,srp,1,19,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
437,CASE000433,list1,srp,1,44,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
439,CASE000436,list1,srp,1,22,1,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,5,5,13,,phapreda+,2,,,,
446,CASE000445,list2,srp,2,24,2,Niš,Niš,43.3211301,21.8959232,5,Bor,4,,Serbia,4,,3,5,4,12,5,phapreda+,2,,,,
448,CASE000447,list2,srp,2,23,2,Beograd,Beograd,44.8178131,20.4568974,7,Bor,4,,Serbia,4,,3,4,3,10,5,phapreda+,2,,,,
450,CASE000449,list1,qaa,1,45,1,Kotor,Kotor,42.4248515,18.7710437,3,Kotor,4,,Montenegro,2,,5,4,4,13,,phapreda+,2,,,,
453,CASE000452,list2,qaa,2,64,1,Glavatičići,Tivat,42.4303762,18.6988104,3,Radanovići,4,,Montenegro,2,,3,2,2,7,2,phapreda+,2,,,,
455,CASE000454,list1,srp,1,27,2,Novi Pazar,Novi Pazar,43.1363535,20.5112273,6,Novi Pazar,1,,Serbia,4,,5,3,5,13,,phapreda+,2,,,,
463,CASE000462,list2,srp,2,16,2,Novi Pazar,Novi Pazar,43.1363535,20.5112273,6,Novi Pazar,1,,Serbia,4,,2,3,4,9,3,phapreda+,2,,,,
467,CASE000466,list2,srp,2,20,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,3,9,3,phapreda+,2,,,,
470,CASE000469,list1,srp,1,19,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
472,CASE000468,list1,srp,1,22,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
474,CASE000473,list2,srp,2,20,3,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,5,4,12,5,phapreda+,2,,,,
476,CASE000475,list2,srp,2,17,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,4,4,10,5,phapreda+,2,,,,
481,CASE000479,list1,srp,1,18,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,5,5,12,,phapreda+,2,,,,
484,CASE000477,list1,srp,1,16,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,6,Grkinja/ Srpkinja,Serbia,4,,2,4,4,10,,phapreda+,2,,,,
485,CASE000478,list1,srp,1,16,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,3,4,9,,phapreda+,2,,,,
487,CASE000486,list1,srp,1,18,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,6,rumun,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
489,CASE000488,list2,srp,2,17,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,4,4,10,3,phapreda+,2,,,,
491,CASE000490,list2,srp,2,20,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,3,9,1,phapreda+,2,,,,
494,CASE000493,list1,qaa,1,45,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Sarajevo,4,,Montenegro,2,,3,3,3,9,,phapreda+,2,,,,
497,CASE000496,list1,qaa,1,20,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,3,4,5,12,,phapreda+,2,,,,
499,CASE000498,list1,qaa,1,22,2,podgorica,Podgorica,42.4415238,19.2621081,3,podgorica,2,,Montenegro,2,,4,3,3,10,,phapreda+,2,,,,
504,CASE000501,list1,srp,1,26,1,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,3,3,10,,phapreda+,2,,,,
505,CASE000503,list1,qaa,1,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,5,13,,phapreda+,2,,,,
507,CASE000506,list2,srp,2,33,2,Bor,Bor,44.0778456,22.0991779,5,Donji Milanovac,4,,Serbia,4,,5,3,3,11,5,phapreda+,2,,,,
509,CASE000508,list2,qaa,2,24,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,4,12,2,phapreda+,2,,,,
512,CASE000510,list2,qaa,2,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,4,12,5,phapreda+,2,,,,
515,CASE000513,list1,qaa,1,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,3,11,,phapreda+,2,,,,
518,CASE000516,list2,qaa,2,23,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,2,,Montenegro,2,,4,5,5,14,5,phapreda+,2,,,,
522,CASE000521,list2,srp,2,47,2,Beograd,Beograd,44.8178131,20.4568974,7,Bor,4,,Serbia,4,,4,4,4,12,2,phapreda+,2,,,,
524,CASE000523,list2,qaa,2,24,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,5,2,3,10,5,phapreda+,2,,,,
526,CASE000525,list1,qaa,1,22,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,3,3,4,10,,phapreda+,2,,,,
531,CASE000530,list1,srp,1,51,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,3,2,9,,phapreda+,2,,,,
542,CASE000541,list2,qaa,1,20,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,5,5,13,5,phapreda+,2,,,,
543,CASE000540,list1,srp,2,26,1,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,3,3,10,,phapreda+,2,,,,
549,CASE000548,list1,qaa,1,19,1,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,3,4,3,10,,phapreda+,2,,,,
551,CASE000550,list2,qaa,2,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,5,5,5,15,5,phapreda+,2,,,,
558,CASE000557,list2,srp,2,31,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,5,4,3,12,5,phapreda+,2,,,,
560,CASE000559,list2,srp,2,45,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,4,3,10,4,phapreda+,2,,,,
562,CASE000561,list2,srp,2,20,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,5,3,11,5,phapreda+,2,,,,
565,CASE000563,list1,srp,1,40,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,3,4,11,,phapreda+,2,,,,
567,CASE000566,list2,srp,2,44,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,4,3,11,3,phapreda+,2,,,,
569,CASE000568,list1,srp,1,30,1,Brestovac kod Bora,Bor,44.0778456,22.0991779,5,Brestovac kod Bora,5,,Other,5,Španija,5,3,4,12,,phapreda+,2,,,,
571,CASE000570,list1,qaa,1,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,4,,Montenegro,2,,3,3,4,10,,phapreda+,2,,,,
577,CASE000576,list1,srp,1,18,1,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
579,CASE000575,list1,srp,1,22,2,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
581,CASE000580,list1,srp,1,21,2,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
583,CASE000582,list2,srp,2,22,2,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,3,4,10,4,phapreda+,2,,,,
588,CASE000587,list1,qaa,1,23,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,2,,Montenegro,2,,4,4,4,12,,phapreda+,2,,,,
592,CASE000591,list2,qaa,2,32,1,Podgorica,Podgorica,42.4415238,19.2621081,3,Zabjelo,2,,Montenegro,2,,4,4,4,12,1,phapreda+,2,,,,
596,CASE000595,list2,srp,2,23,2,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,4,4,11,3,phapreda+,2,,,,
602,CASE000601,list2,srp,2,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,6,Rusinka,Serbia,4,,3,4,5,12,5,phapreda+,2,,,,
605,CASE000604,list2,bos,2,15,2,Brčko,Brčko,44.8771222,18.8095022,1,Brčko,4,,Bosnia and Herzegovina,1,,2,3,4,9,4,phapreda+,2,,,,
607,CASE000606,list2,srp,2,31,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Kladovo,5,,Serbia,4,,3,5,3,11,5,phapreda+,2,,,,
610,CASE000609,list1,srp,1,32,1,Inđija,Inđija,45.0478559,20.0807338,4,Inđija,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
612,CASE000611,list1,bos,1,17,2,Zvornik,Zvornik,44.3854067,19.1027717,1,Zvornik,4,,Bosnia and Herzegovina,1,,2,4,4,10,,phapreda+,2,,,,
617,CASE000614,list1,srp,1,20,1,Kladovo,Kladovo,44.6093983,22.6136517,5,Kladovo,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
620,CASE000619,list2,srp,2,28,1,Novi Bečej,Novi Bečej,45.5952571,20.1343581,4,Novi Bečej,4,,Serbia,4,,4,4,4,12,3,phapreda+,2,,,,
621,CASE000618,list2,srp,2,15,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,2,3,4,9,5,phapreda+,2,,,,
626,CASE000624,list2,bos,2,20,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Bijeljina,4,,Bosnia and Herzegovina,1,,3,4,4,11,5,phapreda+,2,,,,
627,CASE000625,list2,bos,2,21,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Bijeljina,4,,Bosnia and Herzegovina,1,,4,4,4,12,4,phapreda+,2,,,,
632,CASE000630,list2,bos,2,60,1,Kalesija,Tuzla,44.5391105,18.675193,1,Kalesija,4,,Bosnia and Herzegovina,1,,4,2,1,7,4,phapreda+,2,,,,
633,CASE000631,list1,srp,1,26,2,Subotica,Subotica,46.1002058,19.6653273,4,Čantavir,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
640,CASE000637,list2,srp,2,26,2,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,3,2,8,4,phapreda+,2,,,,
642,CASE000638,list1,bos,1,17,2,Zvornik,Zvornik,44.3854067,19.1027717,1,Zvornik,4,,Bosnia and Herzegovina,1,,2,3,3,8,,phapreda+,2,,,,
643,CASE000639,list2,srp,2,20,1,Kladovo,Kladovo,44.6093983,22.6136517,5,Kladovo,4,,Serbia,4,,3,4,3,10,3,phapreda+,2,,,,
645,CASE000644,list2,srp,2,21,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,2,3,8,4,phapreda+,2,,,,
647,CASE000646,list1,bos,1,56,2,Mrkonjić Grad,Mrkonjić Grad,44.4166023,17.0842585,1,Podrašnica,4,,Bosnia and Herzegovina,1,,4,2,1,7,,phapreda+,2,,,,
654,CASE000653,list1,bos,1,25,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,4,3,3,10,,phapreda+,2,,,,
657,CASE000655,list1,bos,1,25,1,Mostar,Mostar,43.3435855,17.8076584,1,Mostar,4,,Bosnia and Herzegovina,1,,3,3,3,9,,phapreda+,2,,,,
658,CASE000652,list1,bos,1,"56,za koji dan",2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Kifino selo,4,,Bosnia and Herzegovina,1,,3,2,2,7,,phapreda+,2,,,,
659,CASE000656,list1,bos,1,22,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,4,10,,phapreda+,2,,,,
661,CASE000660,list2,bos,2,20,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,4,10,5,phapreda+,2,,,,
663,CASE000662,list1,srp,1,46,2,Sremski Karlovci,Sremski Karlovci,45.2030463,19.9338336,4,Novi Sad,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
666,CASE000664,list2,srp,2,21,1,Inđija,Inđija,45.0478559,20.0807338,4,Novi Sad,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
669,CASE000667,list2,srp,2,36,1,Zrenjanin,Zrenjanin,45.3802683,20.3907614,4,Zrenjanin,4,,Other,5,Holandija,5,4,4,13,5,phapreda+,2,,,,
671,CASE000668,list2,srp,2,21,2,Vranje,Vranje,42.5558337,21.8976673,5,Vranje,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
672,CASE000670,list1,bos,1,23,1,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,4,3,3,10,,phapreda+,2,,,,
674,CASE000673,list2,srp,2,59,2,Novi Bečej,Novi Bečej,45.5952571,20.1343581,4,Novi Bečej,5,,Serbia,4,,3,3,2,8,5,phapreda+,2,,,,
677,CASE000676,list1,bos,1,38,1,Bileća,Bileća,42.87207,18.4284847,1,Bileća,4,,Bosnia and Herzegovina,1,,4,2,2,8,,phapreda+,2,,,,
679,CASE000678,list2,bos,2,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Lopare,4,,Serbia,4,,3,3,3,9,3,phapreda+,2,,,,
683,CASE000682,list1,srp,1,23,1,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
688,CASE000686,list1,bos,1,20,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,3,9,,phapreda+,2,,,,
689,CASE000687,list2,srp,2,53,1,Sremski Karlovci,Sremski Karlovci,45.2030463,19.9338336,4,Sremski Karlovci,4,,Serbia,4,,3,3,3,9,2,phapreda+,2,,,,
693,CASE000692,list1,srp,1,18,2,Niš,Niš,43.3211301,21.8959232,5,Niš,4,,Serbia,4,,3,4,5,12,,phapreda+,2,,,,
700,CASE000696,list2,srp,2,19,1,Niš,Niš,43.3211301,21.8959232,5,Niš,4,,Serbia,4,,3,3,4,10,5,phapreda+,2,,,,
701,CASE000698,list1,srp,1,18,1,Niš,Niš,43.3211301,21.8959232,5,Niš,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
711,CASE000708,list1,srp,1,23,2,Inđija,Inđija,45.0478559,20.0807338,4,Inđija,4,,Serbia,4,,4,3,3,10,,phapreda+,2,,,,
712,CASE000709,list1,srp,1,19,2,Niš,Niš,43.3211301,21.8959232,5,Niš,4,,Serbia,4,,3,5,4,12,,phapreda+,2,,,,
715,CASE000714,list2,srp,2,20,2,Erdevik,Šid,45.1157806,19.4100915,4,Šid,4,,Serbia,4,,3,3,3,9,2,phapreda+,2,,,,
718,CASE000717,list2,srp,2,20,1,Kanjiža,Kanjiža,46.0644447,20.0516482,4,Kanjiža,6,Mađar,Serbia,4,,3,3,4,10,3,phapreda+,2,,,,
721,CASE000720,list1,srp,1,18,1,Prokuplje,Prokuplje,43.2343484,21.5884422,5,Prokuplje,2,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
728,CASE000726,list1,srp,1,21,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,5,11,,phapreda+,2,,,,
729,CASE000727,list2,srp,2,49,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Kneževac,4,,Serbia,4,,4,4,3,11,5,phapreda+,2,,,,
732,CASE000731,list2,srp,2,23,1,Srbobran,Srbobran,45.5484758,19.7911219,4,Srbobran,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
734,CASE000733,list1,srp,1,19,1,Bajmok,Subotica,46.1002058,19.6653273,4,Bajmok,5,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
736,CASE000735,list2,hrv,2,45,1,Osijek,Osijek,45.5548793,18.6953685,2,Bugojno,4,,Croatia,3,,3,3,2,8,5,phapreda+,2,,,,
738,CASE000737,list2,srp,2,20,2,Niš,Niš,43.3211301,21.8959232,5,Niš,4,,Serbia,4,,3,5,4,12,5,phapreda+,2,,,,
741,CASE000739,list2,bos,2,19,1,Tobut,Lopare,#N/A,#N/A,1,Lopare,4,,Bosnia and Herzegovina,1,,3,2,3,8,5,phapreda+,2,,,,
742,CASE000740,list2,hrv,2,45,2,Osijek,Osijek,45.5548793,18.6953685,2,Vukovar,3,,Croatia,3,,3,4,2,9,1,phapreda+,2,,,,
751,CASE000745,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,2,3,8,,phapreda+,2,,,,
752,CASE000746,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,2,3,8,,phapreda+,2,,,,
755,CASE000748,list1,srp,1,18,1,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
756,CASE000749,list1,srp,1,18,2,ruma,Ruma,45.0078322,19.8187834,4,ruma,4,,Serbia,4,,2,3,3,8,,phapreda+,2,,,,
757,CASE000747,list1,srp,1,19,1,Hrtkovci,Ruma,45.0078322,19.8187834,4,Hrtkovci,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
758,CASE000750,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,4,4,11,5,phapreda+,2,,,,
759,CASE000754,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
760,CASE000753,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,3,phapreda+,2,,,,
768,CASE000762,list2,srp,2,19,2,Dobrinci,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
769,CASE000765,list2,srp,2,18,1,Budjanovci,Ruma,45.0078322,19.8187834,4,Budjanovci,4,,Serbia,4,,2,3,3,8,3,phapreda+,2,,,,
770,CASE000767,list1,srp,1,18,1,Ruma,Ruma,45.0078322,19.8187834,4,Kovilj,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
779,CASE000776,list2,srp,2,18,2,Budjanovci,Ruma,45.0078322,19.8187834,4,Budjanovci,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
781,CASE000775,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,,phapreda+,2,,,,
791,CASE000784,list1,srp,1,18,2,Vrdnik,Irig,45.0995183,19.861045,4,Vrdnik,4,,Serbia,4,,2,4,3,9,,phapreda+,2,,,,
793,CASE000790,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
807,CASE000802,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,5,phapreda+,2,,,,
820,CASE000819,list1,srp,1,18,2,Irig,Irig,45.0995183,19.861045,4,Irig,4,,Serbia,4,,2,3,3,8,,phapreda+,2,,,,
823,CASE000822,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
825,CASE000824,list1,srp,1,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
829,CASE000828,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,2,3,8,5,phapreda+,2,,,,
831,CASE000830,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,4,phapreda+,2,,,,
834,CASE000833,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Irig,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
840,CASE000839,list1,bos,1,50,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Bugojno,4,,Bosnia and Herzegovina,1,,3,2,2,7,,phapreda+,2,,,,
842,CASE000841,list2,bos,2,23,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,3,9,5,phapreda+,2,,,,
848,CASE000847,list2,bos,2,25,1,Bileća,Bileća,42.87207,18.4284847,1,Bileća,4,,Bosnia and Herzegovina,1,,3,3,3,9,2,phapreda+,2,,,,
854,CASE000853,list2,bos,2,22,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,3,9,5,phapreda+,2,,,,
862,CASE000861,list1,bos,1,25,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Banja Luka,4,,Bosnia and Herzegovina,1,,4,3,2,9,,phapreda+,2,,,,
864,CASE000863,list1,bos,1,25,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Banja Luka,4,,Bosnia and Herzegovina,1,,4,3,2,9,,phapreda+,2,,,,
866,CASE000865,list1,bos,1,22,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,3,9,,phapreda+,2,,,,
870,CASE000869,list1,srp,1,31,2,Kladovo,Kladovo,44.6093983,22.6136517,5,Kladovo,4,,Serbia,4,,4,3,3,10,,phapreda+,2,,,,
875,CASE000874,list1,srp,1,24,2,Bačka Palanka,Bačka Palanka,45.2497012,19.3966495,4,Valjevo,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
879,CASE000878,list1,hrv,1,41,2,Bilje,Bilje,45.6039828,18.7437649,2,Osijek,3,,Croatia,3,,3,3,3,9,,phapreda+,2,,,,
883,CASE000882,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
887,CASE000886,list2,srp,2,17,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,5,phapreda+,2,,,,
889,CASE000888,list1,srp,1,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,,phapreda+,2,,,,
892,CASE000891,list2,bos,2,21,2,Zvornik,Zvornik,44.3854067,19.1027717,1,Zvornik,4,,Bosnia and Herzegovina,1,,3,3,3,9,5,phapreda+,2,,,,
894,CASE000893,list1,bos,1,23,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,4,3,3,10,,phapreda+,2,,,,
896,CASE000895,list2,qaa,2,24,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,3,3,10,5,phapreda+,2,,,,
898,CASE000897,list1,srp,1,19,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
900,CASE000899,list2,qaa,2,80,1,Herceg Novi,Herceg Novi,42.4517622,18.5367516,3,Herceg Novi,4,,Montenegro,2,,4,3,3,10,5,phapreda+,2,,,,
906,CASE000905,list2,bos,2,22,2,Zvornik,Zvornik,44.3854067,19.1027717,1,Zvornik,4,,Bosnia and Herzegovina,1,,4,3,3,10,5,phapreda+,2,,,,
908,CASE000907,list1,qaa,1,22,1,Nikšić,Nikšić,42.7739388,18.9488097,3,Nikšić,2,,Montenegro,2,,4,3,3,10,,phapreda+,2,,,,
912,CASE000911,list2,hrv,2,26,2,Osijek,Osijek,45.5548793,18.6953685,2,Bilje,3,,Croatia,3,,4,3,3,10,5,phapreda+,2,,,,
914,CASE000913,list2,srp,2,21,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Šabac,4,,Serbia,4,,3,4,4,11,5,phapreda+,2,,,,
925,CASE000924,list2,srp,2,26,1,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,2,3,8,1,phapreda+,2,,,,
926,CASE000923,list2,srp,2,26,2,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,6,Madjarica/Crnogorka,Serbia,4,,4,3,3,10,4,phapreda+,2,,,,
932,CASE000931,list2,hrv,2,47,2,Osijek,Osijek,45.5548793,18.6953685,2,Osijek,3,,Croatia,3,,3,2,2,7,3,phapreda+,2,,,,
939,CASE000938,list2,srp,2,26,2,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,4,3,3,10,4,phapreda+,2,,,,
942,CASE000941,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,3,3,2,8,5,phapreda+,2,,,,
944,CASE000943,list2,srp,2,18,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,3,8,5,phapreda+,2,,,,
947,CASE000946,list2,qaa,2,49,1,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,4,,Montenegro,2,,2,3,2,7,5,phapreda+,2,,,,
949,CASE000948,list2,srp,2,17,2,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,2,3,5,10,3,phapreda+,2,,,,
965,CASE000964,list1,hrv,1,48,2,Osijek,Osijek,45.5548793,18.6953685,2,Osijek,5,,Croatia,3,,5,4,4,13,,phapreda+,2,,,,
967,CASE000966,list1,hrv,1,32,1,Zagreb,Zagreb,45.8426414,15.9622315,2,Zagreb,3,,Croatia,3,,5,3,3,11,,phapreda+,2,,,,
974,CASE000973,list1,hrv,1,36,2,Zagreb,Zagreb,45.8426414,15.9622315,2,Novigrad,3,,Croatia,3,,5,3,3,11,,phapreda+,2,,,,
976,CASE000975,list2,hrv,2,29,1,Zagreb,Zagreb,45.8426414,15.9622315,2,Zagreb,3,,Croatia,3,,4,4,4,12,5,phapreda+,2,,,,
978,CASE000977,list1,hrv,1,20,2,Zagreb,Zagreb,45.8426414,15.9622315,2,Zagreb,3,,Croatia,3,,3,4,4,11,,phapreda+,2,,,,
980,CASE000979,list2,hrv,2,32,2,Zagreb,Zagreb,45.8426414,15.9622315,2,Zagreb,3,,Croatia,3,,4,4,3,11,2,phapreda+,2,,,,
982,CASE000981,list2,hrv,2,25,2,Zagreb,Zagreb,45.8426414,15.9622315,2,Zagreb,3,,Croatia,3,,4,4,4,12,5,phapreda+,2,,,,
989,CASE000988,list1,hrv,1,36,2,Zagreb,Zagreb,45.8426414,15.9622315,2,Osijek,3,,Croatia,3,,5,4,3,12,,phapreda+,2,,,,
